method,n_iv,beta,se,pvalue,gene_symbol,ensembl_gene_id,outcome,or,or_ci_lower,or_ci_upper,egger_intercept,egger_intercept_p,cochran_q,cochran_q_p,steiger_direction,steiger_p,n_iv_preharm,n_iv_postharm,n_palindromic,n_removed,outcome_scale_original,outcome_scale_used,ukb_rescaled
Weighted mode,3,0.998692816282317,0.557459876008244,0.215088804325306,ABCA1,ENSG00000165029,FinnGen_GO,2.71473085610507,0.91034781273957,8.09554712820218,0.179106852525027,0.795959762444265,0.6954005737152,0.706310535044302,,,3,3,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.0234597537259591,0.673737718103876,0.972223028344404,ABCA13,ENSG00000179869,FinnGen_GO,0.976813286972986,0.260804112253818,3.65854736476841,,,,,,,1,1,1,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.124662545870262,0.169149599535993,0.461124898313011,ABCA2,ENSG00000107331,FinnGen_GO,0.882794755061802,0.633689773236652,1.22982350746189,,,0.23036159786625,0.631255838673614,,,2,2,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.803053870780462,0.32903634272825,0.0146619267456374,ABCA3,ENSG00000167972,FinnGen_GO,0.447958864641077,0.235048100564903,0.853727998346931,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,3,0.0717002574011797,0.16755524809722,0.668709297573369,ABCA7,ENSG00000064687,FinnGen_GO,1.07433327234987,0.773594047924138,1.49198663455999,0.478738198108065,0.566568744049359,1.14721382420095,0.563489312423286,,,3,3,0,0,log_odds,log_odds,FALSE
MR Egger,3,-0.906140735255125,1.21872638014656,0.592985137357097,ABCA7,ENSG00000064687,FinnGen_GO,0.404080673022961,0.0370738117881204,4.40421910872972,0.478738198108065,0.566568744049359,1.14721382420095,0.563489312423286,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted median,3,0.0771175199801041,0.181053150622223,0.670152609377779,ABCA7,ENSG00000064687,FinnGen_GO,1.08016901037442,0.757488703001303,1.54030691989245,0.478738198108065,0.566568744049359,1.14721382420095,0.563489312423286,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted mode,3,0.116024483655657,0.424908682967129,0.810420663347367,ABCA7,ENSG00000064687,FinnGen_GO,1.12302336751408,0.488314050035864,2.58272618592491,0.478738198108065,0.566568744049359,1.14721382420095,0.563489312423286,,,3,3,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.382367781990074,0.400479767601814,0.339691856477677,ABCB1,ENSG00000085563,FinnGen_GO,0.682244089969215,0.311203535310671,1.49566745067103,,,0.254114491749138,0.614192722686758,,,2,2,1,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.24182959272094,0.263464939057703,0.358680909478058,ABCB4,ENSG00000005471,FinnGen_GO,1.27357714750729,0.759905125903164,2.13447533825361,,,0.00819494865707356,0.927869268954199,,,2,2,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.38114684190911,0.474364566915019,0.421691993313717,ABCB8,ENSG00000197150,FinnGen_GO,1.4639625606844,0.577753651728554,3.70951593758606,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,4,-0.44368633901877,0.189280463602726,0.0190746768055695,ABCC1,ENSG00000103222,FinnGen_GO,0.641666655058655,0.442782744627247,0.9298828854787,-0.0164397617084304,0.844612366281377,2.39631649630421,0.494320674099456,,,4,4,1,0,log_odds,log_odds,FALSE
MR Egger,4,-0.345532541563318,0.48639164599927,0.551122567886745,ABCC1,ENSG00000103222,FinnGen_GO,0.707843297101595,0.272842610674863,1.83637787372124,-0.0164397617084304,0.844612366281377,2.39631649630421,0.494320674099456,,,4,4,1,0,log_odds,log_odds,FALSE
Weighted median,4,-0.439595022515576,0.216277112872274,0.0420975507044328,ABCC1,ENSG00000103222,FinnGen_GO,0.644297294153124,0.421684378195428,0.984430594819549,-0.0164397617084304,0.844612366281377,2.39631649630421,0.494320674099456,,,4,4,1,0,log_odds,log_odds,FALSE
Weighted mode,4,-0.466514642435072,0.567595420580411,0.471361915995753,ABCC1,ENSG00000103222,FinnGen_GO,0.627184425256196,0.20618083266811,1.90784127793847,-0.0164397617084304,0.844612366281377,2.39631649630421,0.494320674099456,,,4,4,1,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.457231018672261,0.614020188540338,0.456482461175045,ABCC10,ENSG00000124574,FinnGen_GO,0.633034080476295,0.19000391757635,2.1090730767877,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.27365628890864,0.334435739043883,0.413207203024908,ABCC2,ENSG00000023839,FinnGen_GO,0.760593454745207,0.394889090349053,1.46497438784621,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,4,-0.0435804717773234,0.0908673252768332,0.631507912802611,ABCC3,ENSG00000108846,FinnGen_GO,0.957355510891615,0.801171354303595,1.1439869502464,-0.0660165483149583,0.456108771198275,1.88440013341984,0.596742926312883,,,4,4,0,0,log_odds,log_odds,FALSE
MR Egger,4,0.151845649165229,0.231761508362999,0.579637566953305,ABCC3,ENSG00000108846,FinnGen_GO,1.16398056119468,0.739037284087379,1.83326440493751,-0.0660165483149583,0.456108771198275,1.88440013341984,0.596742926312883,,,4,4,0,0,log_odds,log_odds,FALSE
Weighted median,4,-0.0150849013774752,0.097875977657621,0.877513059102746,ABCC3,ENSG00000108846,FinnGen_GO,0.985028305792786,0.813083216310953,1.19333512701846,-0.0660165483149583,0.456108771198275,1.88440013341984,0.596742926312883,,,4,4,0,0,log_odds,log_odds,FALSE
Weighted mode,4,-0.0149225236545674,0.254938030401412,0.957004134987176,ABCC3,ENSG00000108846,FinnGen_GO,0.98518826543267,0.597739007121349,1.62377878435695,-0.0660165483149583,0.456108771198275,1.88440013341984,0.596742926312883,,,4,4,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,4,0.126931535103769,0.182973585539919,0.48786090851123,ABCC4,ENSG00000125257,FinnGen_GO,1.13533928423423,0.793186666247173,1.62508441603556,0.0975148580989724,0.415646471841843,5.90816441555932,0.116164719892087,,,4,4,2,0,log_odds,log_odds,FALSE
MR Egger,4,-0.260824895008194,0.421962511158496,0.599504796511821,ABCC4,ENSG00000125257,FinnGen_GO,0.77041581145897,0.336932920676967,1.76159848480653,0.0975148580989724,0.415646471841843,5.90816441555932,0.116164719892087,,,4,4,2,0,log_odds,log_odds,FALSE
Weighted median,4,0.0512272622947404,0.140945774048964,0.716265997668619,ABCC4,ENSG00000125257,FinnGen_GO,1.05256207377606,0.798495094419013,1.38746866060319,0.0975148580989724,0.415646471841843,5.90816441555932,0.116164719892087,,,4,4,2,0,log_odds,log_odds,FALSE
Weighted mode,4,0.0490406103764767,0.614088958541071,0.941378177000228,ABCC4,ENSG00000125257,FinnGen_GO,1.05026300144988,0.315191859319487,3.49962202258666,0.0975148580989724,0.415646471841843,5.90816441555932,0.116164719892087,,,4,4,2,0,log_odds,log_odds,FALSE
Inverse variance weighted,6,0.0349304215337905,0.116247774300853,0.76380914504785,ABCC5,ENSG00000114770,FinnGen_GO,1.03554765447545,0.824551879903151,1.30053544334356,0.0878318223766742,0.286946578998692,2.10611750507416,0.834275405331944,,,6,6,0,0,log_odds,log_odds,FALSE
MR Egger,6,-0.240175907171515,0.252479977543255,0.395336140070799,ABCC5,ENSG00000114770,FinnGen_GO,0.786489499754209,0.479487879113576,1.2900549944394,0.0878318223766742,0.286946578998692,2.10611750507416,0.834275405331944,,,6,6,0,0,log_odds,log_odds,FALSE
Weighted median,6,0.0343764697372801,0.132267990387751,0.794940800257938,ABCC5,ENSG00000114770,FinnGen_GO,1.03497416984797,0.798620997810187,1.34127644425783,0.0878318223766742,0.286946578998692,2.10611750507416,0.834275405331944,,,6,6,0,0,log_odds,log_odds,FALSE
Weighted mode,6,0.0405671491846713,0.406540497116036,0.924391459901402,ABCC5,ENSG00000114770,FinnGen_GO,1.04140123659868,0.469422423962509,2.31032111000277,0.0878318223766742,0.286946578998692,2.10611750507416,0.834275405331944,,,6,6,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.25356197839071,0.326891512826896,0.437940174351904,ABCC6,ENSG00000091262,FinnGen_GO,0.776031646242039,0.408906259521869,1.4727705970393,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,3,-0.632784145086597,0.432561771611033,0.143501368620996,ABCG1,ENSG00000160179,FinnGen_GO,0.531111050429683,0.227499959765926,1.23990768252773,0.269610748255034,0.357665540802797,3.1684195406559,0.205109812952149,,,3,3,0,0,log_odds,log_odds,FALSE
MR Egger,3,-2.42602481545837,1.17997850276963,0.288194722674296,ABCG1,ENSG00000160179,FinnGen_GO,0.0883874917440248,0.00874929038387663,0.892912265341748,0.269610748255034,0.357665540802797,3.1684195406559,0.205109812952149,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted median,3,-0.555459152431428,0.40306978108461,0.168181080090839,ABCG1,ENSG00000160179,FinnGen_GO,0.573808735025863,0.260415740429348,1.2643493202413,0.269610748255034,0.357665540802797,3.1684195406559,0.205109812952149,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted mode,3,-0.287179998513031,0.927054179154104,0.786027777923342,ABCG1,ENSG00000160179,FinnGen_GO,0.750376649999224,0.121942435025563,4.61746656728662,0.269610748255034,0.357665540802797,3.1684195406559,0.205109812952149,,,3,3,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.366896901085397,0.228971591228122,0.109074111570411,ABCG2,ENSG00000118777,FinnGen_GO,0.69288107664902,0.442337895328748,1.0853336136202,,,1.29773366144655,0.254627611719088,,,2,2,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.176774918359512,0.408949710185429,0.66554833892883,ABHD12,ENSG00000100997,FinnGen_GO,1.19336245891601,0.535386419372155,2.65997400535507,,,2.36760772779272,0.123876755676254,,,6,2,0,4,log_odds,log_odds,FALSE
Wald ratio,1,-0.310650631104519,0.367399490874829,0.397809917225324,ABHD16A,ENSG00000204427,FinnGen_GO,0.732969908029081,0.356738009622096,1.50599283391551,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.320764670253345,0.552521740755655,0.561546007394708,ABI3BP,ENSG00000154175,FinnGen_GO,1.37818121569253,0.466648985197247,4.07026163891663,,,,,,,1,1,1,0,log_odds,log_odds,FALSE
Wald ratio,1,1.00715450810948,0.729517093564419,0.167409064446182,ABL1,ENSG00000097007,FinnGen_GO,2.73779953438295,0.65527584455375,11.4387648389085,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.0642213409036148,0.274851111148077,0.81524998793706,ACACA,ENSG00000132142,FinnGen_GO,0.937797403632118,0.547206234788517,1.60718923569837,,,0.621495744206277,0.430492000619001,,,2,2,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,4,-0.110703748734261,0.106750866274257,0.299722321868926,ACACB,ENSG00000076555,FinnGen_GO,0.895203914942104,0.72619591395286,1.10354524712968,-0.0672033368574023,0.386137299139346,1.92611336716979,0.587882862034117,,,4,4,1,0,log_odds,log_odds,FALSE
MR Egger,4,0.061305792418202,0.189368702719384,0.776854949597501,ACACB,ENSG00000076555,FinnGen_GO,1.06322399031684,0.733551945732728,1.5410568537939,-0.0672033368574023,0.386137299139346,1.92611336716979,0.587882862034117,,,4,4,1,0,log_odds,log_odds,FALSE
Weighted median,4,-0.0943838647179744,0.108707102758845,0.385262911417135,ACACB,ENSG00000076555,FinnGen_GO,0.90993340386243,0.735319789876571,1.12601185343271,-0.0672033368574023,0.386137299139346,1.92611336716979,0.587882862034117,,,4,4,1,0,log_odds,log_odds,FALSE
Weighted mode,4,-0.0837540451451364,0.437943156101717,0.860545692987563,ACACB,ENSG00000076555,FinnGen_GO,0.919657422488496,0.389799555941721,2.16975561374071,-0.0672033368574023,0.386137299139346,1.92611336716979,0.587882862034117,,,4,4,1,0,log_odds,log_odds,FALSE
Wald ratio,1,0.848399047022324,0.666117488616685,0.20278827813625,ACE,ENSG00000159640,FinnGen_GO,2.33590418404872,0.633059268141093,8.61917458862668,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,4,-0.578913484092397,0.299625522295907,0.0533442762654722,ACKR3,ENSG00000144476,FinnGen_GO,0.56050703565176,0.311554963716306,1.0083875193887,0.0164180921465858,0.926290324852682,5.1906550596143,0.158357069433299,,,5,4,0,1,log_odds,log_odds,FALSE
MR Egger,4,-0.62181174332144,0.549879365102814,0.375492206348346,ACKR3,ENSG00000144476,FinnGen_GO,0.536970702697755,0.182761126419896,1.57767431840654,0.0164180921465858,0.926290324852682,5.1906550596143,0.158357069433299,,,5,4,0,1,log_odds,log_odds,FALSE
Weighted median,4,-0.607685508928151,0.302588923595564,0.0446127648546698,ACKR3,ENSG00000144476,FinnGen_GO,0.544609906262979,0.300965451715249,0.985495007182391,0.0164180921465858,0.926290324852682,5.1906550596143,0.158357069433299,,,5,4,0,1,log_odds,log_odds,FALSE
Weighted mode,4,-0.7266127058929,0.726214746678736,0.390775688541644,ACKR3,ENSG00000144476,FinnGen_GO,0.483544125351081,0.116484902181488,2.00725516167965,0.0164180921465858,0.926290324852682,5.1906550596143,0.158357069433299,,,5,4,0,1,log_odds,log_odds,FALSE
Wald ratio,1,0.115042741605406,0.296762229566344,0.698267920843389,ACLY,ENSG00000131473,FinnGen_GO,1.12192138926848,0.627123851003381,2.00711167608156,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.0776543092014913,0.15329077150893,0.612448307425506,ACP1,ENSG00000143727,FinnGen_GO,0.925284233508721,0.685159088733255,1.24956514021102,,,,,,,3,1,0,2,log_odds,log_odds,FALSE
Inverse variance weighted,6,-0.120203231134307,0.0946037832280329,0.203872250509786,ACP2,ENSG00000134575,FinnGen_GO,0.886740205185713,0.736661603483602,1.06739402158932,-0.125259843082437,0.463394494817731,1.52253792304013,0.910454381209089,,,11,6,0,5,log_odds,log_odds,FALSE
MR Egger,6,0.12069422040067,0.312102124188086,0.718659801794022,ACP2,ENSG00000134575,FinnGen_GO,1.12827985465234,0.611998196721298,2.08009670164769,-0.125259843082437,0.463394494817731,1.52253792304013,0.910454381209089,,,11,6,0,5,log_odds,log_odds,FALSE
Weighted median,6,-0.134294772906572,0.106447140899098,0.207089171347447,ACP2,ENSG00000134575,FinnGen_GO,0.87433229714123,0.709687058300186,1.07717473058514,-0.125259843082437,0.463394494817731,1.52253792304013,0.910454381209089,,,11,6,0,5,log_odds,log_odds,FALSE
Weighted mode,6,-0.188048461981593,0.362989367097421,0.62651925591933,ACP2,ENSG00000134575,FinnGen_GO,0.828574551895002,0.406769895194613,1.68777433177433,-0.125259843082437,0.463394494817731,1.52253792304013,0.910454381209089,,,11,6,0,5,log_odds,log_odds,FALSE
Inverse variance weighted,4,-0.0381320796355513,0.0922345298066675,0.679295109203738,ACP5,ENSG00000102575,FinnGen_GO,0.962585794513734,0.803392607950877,1.1533232975132,0.0229163759718671,0.687367222635371,0.67452020512929,0.879180052355964,,,4,4,0,0,log_odds,log_odds,FALSE
MR Egger,4,-0.106138541003204,0.172783214339497,0.601594707152364,ACP5,ENSG00000102575,FinnGen_GO,0.899300049514077,0.640956529464858,1.26177133998658,0.0229163759718671,0.687367222635371,0.67452020512929,0.879180052355964,,,4,4,0,0,log_odds,log_odds,FALSE
Weighted median,4,-0.0374719770318501,0.100893631805291,0.710339018993425,ACP5,ENSG00000102575,FinnGen_GO,0.963221409665507,0.790394180447121,1.17383896160921,0.0229163759718671,0.687367222635371,0.67452020512929,0.879180052355964,,,4,4,0,0,log_odds,log_odds,FALSE
Weighted mode,4,-0.0609836089729144,0.260655133662641,0.830071026655916,ACP5,ENSG00000102575,FinnGen_GO,0.9408386609616,0.564470208982918,1.56815607249665,0.0229163759718671,0.687367222635371,0.67452020512929,0.879180052355964,,,4,4,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,3,-0.101832693596121,0.11128108539729,0.360142095706458,ACP6,ENSG00000162836,FinnGen_GO,0.903180646935014,0.726189977802633,1.12330837099442,-0.0302152203570207,0.891617439885835,0.889929659342749,0.640846814429037,,,3,3,1,0,log_odds,log_odds,FALSE
MR Egger,3,-0.034545289944037,0.406920046875223,0.946083735991362,ACP6,ENSG00000162836,FinnGen_GO,0.966044586590448,0.43513080940617,2.14473929013282,-0.0302152203570207,0.891617439885835,0.889929659342749,0.640846814429037,,,3,3,1,0,log_odds,log_odds,FALSE
Weighted median,3,-0.123342661151155,0.108013455951449,0.253487522593946,ACP6,ENSG00000162836,FinnGen_GO,0.883960711663999,0.715303010741091,1.09238536400954,-0.0302152203570207,0.891617439885835,0.889929659342749,0.640846814429037,,,3,3,1,0,log_odds,log_odds,FALSE
Weighted mode,3,-0.124368647070978,0.3900048426865,0.780033525170583,ACP6,ENSG00000162836,FinnGen_GO,0.883054245510426,0.411157823777365,1.89655834187951,-0.0302152203570207,0.891617439885835,0.889929659342749,0.640846814429037,,,3,3,1,0,log_odds,log_odds,FALSE
Inverse variance weighted,9,0.0199919581993609,0.0764750760208371,0.793770210039281,ACPP,ENSG00000014257,FinnGen_GO,1.02019313580396,0.878183955479147,1.18516630581532,-0.113332360241093,0.47263656616484,12.7136688363422,0.122088480232368,,,11,9,0,2,log_odds,log_odds,FALSE
MR Egger,9,0.149762628939608,0.1881732689282,0.452244232533091,ACPP,ENSG00000014257,FinnGen_GO,1.16155848963128,0.803275947664479,1.67964462120067,-0.113332360241093,0.47263656616484,12.7136688363422,0.122088480232368,,,11,9,0,2,log_odds,log_odds,FALSE
Weighted median,9,0.0964487162753623,0.08514240291086,0.257301200356814,ACPP,ENSG00000014257,FinnGen_GO,1.1012531033347,0.93199261007699,1.301253233654,-0.113332360241093,0.47263656616484,12.7136688363422,0.122088480232368,,,11,9,0,2,log_odds,log_odds,FALSE
Weighted mode,9,0.0755790648512628,0.269742058915441,0.786440415538576,ACPP,ENSG00000014257,FinnGen_GO,1.07850849646099,0.635644794659947,1.82992228790422,-0.113332360241093,0.47263656616484,12.7136688363422,0.122088480232368,,,11,9,0,2,log_odds,log_odds,FALSE
Wald ratio,1,-1.64833635178285,0.667822441983438,0.0135784767055811,ACRBP,ENSG00000111644,FinnGen_GO,0.192369678026983,0.0519606624479445,0.712194404012434,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.262365955736795,0.376942878328367,0.486406048184006,ACTN1,ENSG00000072110,FinnGen_GO,1.30000219865195,0.620988891192973,2.72147495787448,,,0.00570497847820496,0.939791988545695,,,2,2,1,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.416184959460755,0.24465087034349,0.0889170252298301,ACTN4,ENSG00000130402,FinnGen_GO,0.659558267660426,0.408321401737107,1.06537915129735,,,0.201012721638691,0.653904645113175,,,2,2,1,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.16649084003825,0.242813362441299,0.492918626410303,ACVR1,ENSG00000115170,FinnGen_GO,0.846630572003578,0.526025793474364,1.36263912215559,,,0.719375199903744,0.396348931396648,,,2,2,0,0,log_odds,log_odds,FALSE
Wald ratio,1,0.650293819934574,0.342587700260694,0.0576721057929552,ACVR1B,ENSG00000135503,FinnGen_GO,1.91610373578752,0.97904460805011,3.75003702191981,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.282405010040058,0.541522329279318,0.602017071187082,ACVR1C,ENSG00000123612,FinnGen_GO,0.753968257972488,0.260855471147765,2.17924558579817,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Wald ratio,1,-0.0259137470196575,0.218501994648268,0.905594403057761,ACVR2A,ENSG00000121989,FinnGen_GO,0.974419132538505,0.634969916672707,1.49533485118871,,,,,,,1,1,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.12634899931992,0.119629781799335,0.290892033095863,ACVR2B,ENSG00000114739,FinnGen_GO,1.13467810107447,0.897515065214042,1.43451006335022,,,0.208954341954856,0.647588217333322,,,2,2,1,0,log_odds,log_odds,FALSE
Inverse variance weighted,3,0.0674138055355389,0.158100420572537,0.669817386605644,ACVRL1,ENSG00000139567,FinnGen_GO,1.06973805012564,0.784692765932756,1.45832808147065,-0.0542216969665826,0.490616945824801,1.33589923687721,0.512758851982714,,,4,3,0,1,log_odds,log_odds,FALSE
MR Egger,3,0.227109517856478,0.221445694432456,0.491961947444336,ACVRL1,ENSG00000139567,FinnGen_GO,1.25496730174325,0.813081406678597,1.93700521929079,-0.0542216969665826,0.490616945824801,1.33589923687721,0.512758851982714,,,4,3,0,1,log_odds,log_odds,FALSE
Weighted median,3,0.08395256156432,0.161750000132276,0.603742153376592,ACVRL1,ENSG00000139567,FinnGen_GO,1.08757729961929,0.7920922325605,1.49329122799703,-0.0542216969665826,0.490616945824801,1.33589923687721,0.512758851982714,,,4,3,0,1,log_odds,log_odds,FALSE
Weighted mode,3,0.101870566844981,0.632937338470954,0.886921896364115,ACVRL1,ENSG00000139567,FinnGen_GO,1.10724014886694,0.320239342784845,3.82832645296352,-0.0542216969665826,0.490616945824801,1.33589923687721,0.512758851982714,,,4,3,0,1,log_odds,log_odds,FALSE
Inverse variance weighted,3,0.0697494372958996,0.122294405954633,0.568446861928565,ADA,ENSG00000196839,FinnGen_GO,1.07223948436827,0.843709027161918,1.36267063030687,-0.0510301353563202,0.51209106009901,2.04081425450258,0.360448162026976,,,3,3,0,0,log_odds,log_odds,FALSE
MR Egger,3,0.22607672534869,0.204674168027649,0.468394504964326,ADA,ENSG00000196839,FinnGen_GO,1.25367184999807,0.839385968788415,1.87243195135391,-0.0510301353563202,0.51209106009901,2.04081425450258,0.360448162026976,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted median,3,0.106793613984357,0.116719599576939,0.360213308013828,ADA,ENSG00000196839,FinnGen_GO,1.11270458411406,0.885168903132787,1.39872908676133,-0.0510301353563202,0.51209106009901,2.04081425450258,0.360448162026976,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted mode,3,0.10744063453621,0.390010670896093,0.808799108093531,ADA,ENSG00000196839,FinnGen_GO,1.11342475980724,0.518414439467904,2.3913583445404,-0.0510301353563202,0.51209106009901,2.04081425450258,0.360448162026976,,,3,3,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,3,-0.270282902624556,0.220148034848605,0.219547392681574,ADAM10,ENSG00000137845,FinnGen_GO,0.763163562819609,0.495705612856651,1.17492844242606,-0.11784637037878,0.333892163754448,3.32321798180662,0.189833294201037,,,3,3,0,0,log_odds,log_odds,FALSE
MR Egger,3,0.0750133642157307,0.262815825446801,0.823001100848497,ADAM10,ENSG00000137845,FinnGen_GO,1.07789855605721,0.643968379872546,1.80422724696542,-0.11784637037878,0.333892163754448,3.32321798180662,0.189833294201037,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted median,3,-0.237670150848436,0.184231543308472,0.197029061379298,ADAM10,ENSG00000137845,FinnGen_GO,0.788462721965812,0.549490399992137,1.13136364882559,-0.11784637037878,0.333892163754448,3.32321798180662,0.189833294201037,,,3,3,0,0,log_odds,log_odds,FALSE
Weighted mode,3,-0.130293032764853,0.549843951247429,0.834745171856811,ADAM10,ENSG00000137845,FinnGen_GO,0.877838157885189,0.298798102181909,2.57899841335043,-0.11784637037878,0.333892163754448,3.32321798180662,0.189833294201037,,,3,3,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.100240457559393,0.333200998078401,0.763535888563045,ADAM12,ENSG00000148848,FinnGen_GO,0.90461986919545,0.470803526212437,1.73817115246912,,,0.0131249576150558,0.908790551222118,,,2,2,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,-0.50746250039794,0.218677367151949,0.0203084910672498,ADAM17,ENSG00000151694,FinnGen_GO,0.602021271007562,0.392165968401625,0.924174048611961,,,1.43489227634536,0.23096767286188,,,2,2,0,0,log_odds,log_odds,FALSE
Inverse variance weighted,2,0.332118576183669,0.427186197205085,0.436889640561226,ADAM23,ENSG00000114948,FinnGen_GO,1.39391812420496,0.603405178352071,3.22007136613165,,,0.853969053754218,0.35543193122374,,,2,2,0,0,log_odds,log_odds,FALSE
